"k","Val"
"I1969",0
"I1970",0
"I1971",0
"I1972",0
"I1973",0
"I1974",0
"I1975",0
"I1976",0
"I1977",0
"I1978",0.179303993090791
"I1979",0
"I1980",0
"I1981",0
"I1982",0
"I1983",0
"I1984",0
"I1985",0
"I1986",0
"I1987",0
"I1988",0
"I1989",0
"I1990",0
"I1991",0
"I1992",0
"I1993",0
"I1994",0
"I1995",0.58439819970332
"I1996",0
"I1997",0
"I1998",0
"I1999",0
"I2000",0.00332044431649613
"I2001",0
"I2002",0
"I2003",0
"I2004",0
"I2005",0
"I2006",0
"I2007",0
"I2008",0
"I2009",0
"I2010",0
"I2011",0
"I2012",0
"I2013",0
"I2014",-0.175983548774295
"I2015",0
"I2016",0
"I2017",0
"I2018",0
"I2019",0
"I2020",0
"I2021",0
"I2022",0
"I2023",0
"I2024",0
"I2025",0
"I2026",0
"I2027",0
"I2028",0
"I2029",-0.156060882875318
"I2030",0
"I2031",0
"I2032",0
"I2033",0
"I2034",0
"I2035",0
"I2036",0
"I2037",0
"I2038",0.0132817772659845
"I2039",0
"I2040",0
"I2041",0
"I2042",0
"I2043",0
"I2044",0
"I2045",0
"I2046",0
"I2047",0
"I2048",0
"I2049",0
"I2050",0
"I2051",0
"I2052",0
"I2053",0
"I2054",0
"I2055",0
"I2056",0.00664088863299227
"I2057",0
"I2058",0
"I2059",0
"I2060",0
"I2061",0
"I2062",0
"I2063",0
"I2064",0
"I2065",0
"I2066",0
"I2067",0
"I2068",0
"I2069",0
"I2070",0
"I2071",0
"I2072",0
"I2073",0
"I2074",0
"I2075",0
"I2076",0
"I2077",0
"I2078",0
"I2079",0
"I2080",0
"I2081",0
"I2082",0.544552867905366
"I2083",0
"I2084",0
"I2085",0
"I2086",0
"I2087",0
"I2088",0
"I2089",0
"I2090",0
"I2091",0
"I2092",0
"I2093",0
"I2094",0
"I2095",0
"I2096",0
"I2097",0
"I2098",0
"I2099",0
"I2100",0
"I2101",0
"I2102",0
"I2103",0
"I2104",0
"I2105",0
"I2106",0
"I2107",0
"I2108",0
"I2109",0
"I2110",0.00664088863299227
"I2111",0
"I2112",0
"I2113",0
"I2114",0
"I2115",0
"I2116",-0.00664088863299227
"I2117",0
"I2118",0.00332044431649613
"I2119",0
"I2120",0
"I2121",0
"I2122",0
"I2123",0
"I2124",0
"I2125",0
"I2126",0
"I2127",0
"I2128",0
"I2129",0.0332044431649613
"I2130",0
"I2131",0
"I2132",0
"I2133",0
"I2134",0
"I2135",0
"I2136",0
"I2137",0
"I2138",0
"I2139",0
"I2140",0
"I2141",0
"I2142",0
"I2143",0
"I2144",0
"I2145",0
"I2146",0
"I2147",0
"I2148",0
"I2149",0
"I2150",0
"I2151",0
"I2152",0
"I2153",0
"I2154",0
"I2155",0
"I2156",0
"I2157",0
"I2158",0
"I2159",0
"I2160",0
"I2161",0.112895106760869
"I2162",0
"I2163",0
"I2164",0
"I2165",0
"I2166",0
"I2167",0
"I2168",0
"I2169",0
"I2170",0
"I2171",0
"I2172",0
"I2173",-0.166022215824807
"I2174",-9.52303429971091
"I2175",-0.0929724408618918
"I2176",0
"I2177",-0.049806664747442
"I2178",0
"I2179",0
"I2180",0
"I2181",0
"I2182",0
"I2183",0
"I2184",0
"I2185",0
"I2186",0.00664088863299227
"I2187",0.0199226658989768
"I2188",0
"I2189",0
"I2190",0
"I2191",0
"I2192",0
"I2193",0
"I2194",0
"I2195",0
"I2196",0
"I2197",0
"I2198",0
"I2199",0
"I2200",0
"I2201",0
"I2202",0
"I2203",0
"I2204",0
"I2205",0
"I2206",0
"I2207",0
"I2208",0
"I2209",0
"I2210",0
"I2211",0
"I2212",0
"I2213",0
"I2214",0
"I2215",0
"I2216",0
"I2217",0
"I2218",0
"I2219",0
"I2220",0
"I2221",0
"I2222",0
"I2223",0
"I2224",0
"I2225",0
"I2226",0
"I2227",0
"I2228",0
"I2229",0
"I2230",0
"I2231",0
"I2232",0
"I2233",0
"I2234",0
"I2235",0
"I2236",0
"I2237",0
"I2238",0
"I2239",0
"I2240",0
"I2241",0
"I2242",0
"I2243",0
"I2244",0
"I2245",0
"I2246",0.169342660141303
"I2247",0
"I2248",0
"I2249",0
"I2250",0
"I2251",0
"I2252",0
"I2253",0
"I2254",0
"I2255",0
"I2256",0
"I2257",0
"I2258",0
"I2259",0
"I2260",0
"I2261",0
"I2262",0
"I2263",0
"I2264",-0.00332044431649613
"I2265",0
"I2266",0
"I2267",0
"I2268",0
"I2269",0
"I2270",0
"I2271",0
"I2272",0
"I2273",0
"I2274",0
"I2275",0
"I2276",0
"I2277",0
"I2278",0
"I2279",0
"I2280",0
"I2281",0
"I2282",0
"I2283",0
"I2284",0
"I2285",0
"I2286",0
"I2287",0
"I2288",0
"I2289",0
"I2290",0
"I2291",0
"I2292",0
"I2293",0
"I2294",0
"I2295",0
"I2296",0
"I2297",0
"I2298",0
"I2299",0
"I2300",0
"I2301",0
"I2302",0
"I2303",0.00332044431649613
"I2304",0
"I2305",0
"I2306",0
"I2307",0
"I2308",0
"I2309",0
"I2310",0
"I2311",0
"I2312",0
"I2313",0
"I2314",0
"I2315",0
"I2316",0
"I2317",0
"I2318",0
"I2319",0
"I2320",0
"I2321",0
"I2322",0
"I2323",0
"I2324",0
"I2325",0
"I2326",0
"I2327",0
"I2328",0
"I2329",0
"I2330",0
"I2331",0
"I2332",0
"I2333",0
"I2334",0
"I2335",0
"I2336",0
"I2337",0
"I2338",0.793586191642576
"I2339",0
"I2340",0
"I2341",0
"I2342",0
"I2343",0
"I2344",0
"I2345",0
"I2346",0
"I2347",0
"I2348",-0.126176884026853
"I2349",0
"I2350",0
"I2351",0
"I2352",0
"I2353",0
"I2354",0
"I2355",0
"I2356",0
"I2357",0
"I2358",0
"I2359",0
"I2360",0
"I2361",0
"I2362",0
"I2363",0
"I2364",0
"I2365",0
"I2366",0.00332044431649613
"I2367",0
"I2368",0
"I2369",0.00332044431649613
"I2370",0
"I2371",0
"I2372",0
"I2373",0
"I2374",0
"I2375",0
"I2376",0
"I2377",0
"I2378",0
"I2379",0
"I2380",0
"I2381",0
"I2382",0
"I2383",0
"I2384",0
"I2385",0
"I2386",0
"I2387",0
"I2388",0
"I2389",-0.00332044431649613
"I2390",0.0398453317979536
"I2391",-0.00332044431649613
"I2392",0
"I2393",0
"I2394",0
"I2395",0.00664088863299227
"I2396",0
"I2397",0
"I2398",0
"I2399",0
"I2400",0
"I2401",0
"I2402",0
"I2403",0
"I2404",0
"I2405",0
"I2406",0.00332044431649613
"I2407",0
"I2408",0
"I2409",0
"I2410",0
"I2411",0
"I2412",0
"I2413",0
"I2414",0
"I2415",0
"I2416",0
"I2417",0
"I2418",0
"I2419",0
"I2420",0
"I2421",0
"I2422",0
"I2423",0
"I2424",0.00664088863299227
"I2425",0
"I2426",0
"I2427",0
"I2428",0
"I2429",0
"I2430",0
"I2431",0
"I2432",0
"I2433",0
"I2434",0
"I2435",0
"I2436",0
"I2437",0
"I2438",0
"I2439",0
"I2440",0
"I2441",0
"I2442",0
"I2443",0
"I2444",0
"I2445",0
"I2446",0
"I2447",0
"I2448",0
"I2449",0
"I2450",0
"I2451",0
"I2452",0
"I2453",0
"I2454",0
"I2455",0
"I2456",0
"I2457",0
"I2458",0
"I2459",0
"I2460",0
"I2461",-0.0298839988484652
"I2462",8.43060811958369
"I2463",0
"I2464",0
"I2465",0
"I2466",0
"I2467",0
"I2468",0
"I2469",0
"I2470",0
"I2471",0
"I2472",0
"I2473",0
"I2474",0
"I2475",0
"I2476",0
"I2477",0
"I2478",0
"I2479",0
"I2480",0
"I2481",0
"I2482",0
"I2483",0
"I2484",0
"I2485",0
"I2486",0
"I2487",0
"I2488",0
"I2489",0
"I2490",0
"I2491",0
"I2492",0
"I2493",-0.00332044431649613
"I2494",0
"I2495",0
"I2496",0
"I2497",0
"I2498",0
"I2499",0
"I2500",0
"I2501",0
"I2502",0
"I2503",0
"I2504",0
"I2505",0
"I2506",0
"I2507",0
"I2508",0
"I2509",0
"I2510",0
"I2511",0
"I2512",0
"I2513",0
"I2514",0
"I2515",0
"I2516",0
"I2517",0
"I2518",0.00664088863299227
"I2519",0
"I2520",0
"I2521",0
"I2522",0
"I2523",0
"I2524",0
"I2525",0
"I2526",0
"I2527",0
"I2528",-0.149419994242326
"I2529",0
"I2530",0
"I2531",0
"I2532",0
"I2533",0
"I2534",0
"I2535",0
"I2536",0
"I2537",0
"I2538",0
"I2539",0
"I2540",0
"I2541",0
"I2542",0
"I2543",0
"I2544",0
"I2545",0
"I2546",0
"I2547",-0.00332044431649613
"I2548",0
"I2549",0
"I2550",0
"I2551",0
"I2552",0.00332044431649613
"I2553",0
"I2554",0
"I2555",0
"I2556",0
"I2557",0
"I2558",0
"I2559",0
"I2560",0
"I2561",0
"I2562",0
"I2563",0
"I2564",0
"I2565",0
"I2566",0
"I2567",0
"I2568",0
"I2569",0
"I2570",0
"I2571",0
"I2572",0
"I2573",0
"I2574",0
"I2575",0
"I2576",0
"I2577",0
"I2578",0
"I2579",0
"I2580",0
"I2581",0
"I2582",0
"I2583",0
"I2584",0
"I2585",0.85003374502301
"I2586",0
"I2587",0
"I2588",0
"I2589",0
"I2590",0
"I2591",0
"I2592",0
"I2593",0
"I2594",0.00332044431649613
"I2595",0
"I2596",0
"I2597",0
"I2598",0
"I2599",0
"I2600",0
"I2601",0
"I2602",0
"I2603",0
"I2604",0
"I2605",0
"I2606",0
"I2607",0
"I2608",0
"I2609",0
"I2610",0
"I2611",0
"I2612",0
"I2613",0
"I2614",0
"I2615",0
"I2616",0
"I2617",0
"I2618",0
"I2619",0
"I2620",0.00664088863299227
"I2621",0
"I2622",0
"I2623",0
"I2624",0
"I2625",-0.0099613329494884
"I2626",0
"I2627",0
"I2628",0
"I2629",0
"I2630",0
"I2631",0
"I2632",-0.0332044431649613
"I2633",0
"I2634",0
"I2635",0
"I2636",0
"I2637",0
"I2638",0
"I2639",0
"I2640",0
"I2641",0
"I2642",0
"I2643",0
"I2644",0
"I2645",0
"I2646",0
"I2647",0
"I2648",0
"I2649",0
"I2650",0
"I2651",0
"I2652",0
"I2653",0
"I2654",0
"I2655",0
"I2656",0
"I2657",0
"I2658",0
"I2659",0
"I2660",0
"I2661",0
"I2662",0
"I2663",0
"I2664",0
"I2665",0
"I2666",0
"I2667",0
"I2668",0
"I2669",-0.00332044431649613
"I2670",0
"I2671",0
"I2672",0
"I2673",0
"I2674",0
"I2675",0
"I2676",0
"I2677",0
"I2678",0
"I2679",0
"I2680",0
"I2681",0
"I2682",0
"I2683",0
"I2684",0
"I2685",0
"I2686",0
"I2687",0
"I2688",0
"I2689",0
"I2690",0
"I2691",0
"I2692",0
"I2693",0
"I2694",0
"I2695",0
"I2696",0
"I2697",0
"I2698",0
"I2699",0
"I2700",0
"I2701",0
"I2702",0
"I2703",0
"I2704",0
"I2705",0
"I2706",0
"I2707",0
"I2708",0
"I2709",0
"I2710",0
"I2711",0
"I2712",0
"I2713",0
"I2714",0
"I2715",0
"I2716",0
"I2717",0
"I2718",0
"I2719",0
"I2720",0
"I2721",0
"I2722",0
"I2723",0
"I2724",0
"I2725",0
"I2726",0
"I2727",0
"I2728",0
"I2729",0
"I2730",0
"I2731",0
"I2732",0
"I2733",0
"I2734",0.0132817772659845
"I2735",0
"I2736",0
"I2737",0
"I2738",0
"I2739",0
"I2740",0.00332044431649613
"I2741",0
"I2742",0
"I2743",6.4416619740025
"I2744",0
"I2745",0
"I2746",0
"I2747",0
"I2748",0
"I2749",0
"I2750",0
"I2751",0
"I2752",0
"I2753",0
"I2754",0
"I2755",0
"I2756",0
"I2757",0
"I2758",-0.411735095245521
"I2759",0
"I2760",0
"I2761",0
"I2762",0
"I2763",0
"I2764",0
"I2765",0
"I2766",0.00332044431649613
"I2767",-23.5419502039576
"I2768",0
"I2769",0
"I2770",0
"I2771",0
"I2772",0
"I2773",0
"I2774",0
"I2775",0
"I2776",0
"I2777",0
"I2778",0
"I2779",-1.9756643683152
"I2780",0
"I2781",0
"I2782",0
"I2783",0
"I2784",0
"I2785",2.86886388945266
"I2786",0
"I2787",0
"I2788",0
"I2789",0
"I2790",0
"I2791",0
"I2792",-0.00664088863299227
"I2793",0
"I2794",0
"I2795",0
"I2796",0
"I2797",0
"I2798",0
"I2799",0
"I2800",0
"I2801",0
"I2802",0
"I2803",0
"I2804",-0.0166022215824807
"I2805",0
"I2806",0
"I2807",0
"I2808",0
"I2809",-0.142779105609334
"I2810",0
"I2811",0
"I2812",0
"I2813",0
"I2814",0
"I2815",0
"I2816",352.930026400374
"I2817",-137.054659607694
"I2818",0
"I2819",0
"I2820",0
"I2821",0
"I2822",0
"I2823",0
"I2824",0
"I2825",0
"I2826",0
"I2827",0
"I2828",0
"I2829",0.00332044431649613
"I2830",0
"I2831",0
"I2832",0
"I2833",0
"I2834",0
"I2835",0
"I2836",0
"I2837",0
"I2838",0
"I2839",0
"I2840",0
"I2841",0
"I2842",0
"I2843",0
"I2844",0
"I2845",0
"I2846",0
"I2847",7.54736993139571
"I2848",0
"I2849",0
"I2850",0
"I2851",0
"I2852",0
"I2853",0
"I2854",0
"I2855",0
"I2856",0
"I2857",0
"I2858",0.00332044431649613
"I2859",0
"I2860",0
"I2861",0
"I2862",0
"I2863",0
"I2864",0
"I2865",0
"I2866",0
"I2867",0
"I2868",0
"I2869",0
"I2870",-0.0130970424358637
"I2871",0
"I2872",-0.00770414260933159
"I2873",0
"I2874",0
"I2875",0
"I2876",0
"I2877",0
"I2878",0
"I2879",0
"I2880",0
"I2881",0
"I2882",0
"I2883",0
"I2884",0
"I2885",0
"I2886",0
"I2887",-0.00154082852186632
"I2888",0
"I2889",0
"I2890",0
"I2891",0
"I2892",-0.0893680542682464
"I2893",-0.000770414260933159
"I2894",0
"I2895",0
"I2896",0
"I2897",-0.0785822546151822
"I2898",-0.00693372834839843
"I2899",0
"I2900",-0.0254236706107942
"I2901",-0.000770414260933159
"I2902",-0.0223420135670616
"I2903",-0.38058464490098
"I2904",0
"I2905",-0.000770414260933159
"I2906",0
"I2907",-0.00231124278279948
"I2908",-0.000770414260933159
"I2909",-0.00462248556559895
"I2910",-0.00539289982653211
"I2911",0
"I2912",-0.128659181575838
"I2913",-0.00154082852186632
